Event #0 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
152.148    55.3 152.148   106.5
152.344   102.0 152.344   158.0
152.539   160.2 152.539   210.6
152.734   222.7 152.734   272.4
152.930   284.2 152.930   325.8
153.125   318.6 153.125   355.4
153.320   349.3 153.320   379.2
153.516   408.3 153.516   430.1
153.711   426.8 153.711   443.6
153.906   452.8 153.906   467.1
154.102   464.2 154.102   473.3
154.297   479.2 154.297   483.2
154.492   485.9 154.492   483.7
154.688   483.5 154.688   473.9
154.883   480.7 154.883   467.1
155.078   468.5 155.078   446.2
155.273   455.7 155.273   428.8
155.469   410.8 155.469   376.6
155.664   398.2 155.664   358.7
155.859   352.7 155.859   306.2
156.055   312.4 156.055   264.9
156.250   250.5 156.250   193.0
156.445   208.7 156.445   151.6
156.641   154.1 156.641    94.3
156.836    99.1 156.836    45.6
157.031    36.2 157.031   -32.9
157.227   -17.1 157.227   -70.8
157.422   -84.3 157.422  -144.0
157.617  -147.2 157.617  -201.0
157.812  -215.3 157.812  -269.0
158.008  -252.6 158.008  -300.1
158.203  -320.1 158.203  -356.7
158.398  -362.4 158.398  -397.3
158.594  -409.9 158.594  -437.9
158.789  -432.6 158.789  -452.7
158.984  -461.5 158.984  -482.9
159.180  -481.7 159.180  -495.9
159.375  -499.9 159.375  -499.9
159.570  -499.9 159.570  -499.9
159.766  -499.9 159.766  -497.9
159.961  -499.9 159.961  -483.6
160.156  -482.0 160.156  -453.8
160.352  -463.7 160.352  -431.6
160.547  -426.3 160.547  -388.2
160.742  -398.5 160.742  -353.8
160.938  -341.9 160.938  -288.3
161.133  -302.4 161.133  -247.1
161.328  -239.5 161.328  -178.4
161.523  -191.0 161.523  -129.0
161.719  -124.4 161.719   -58.2
161.914   -68.2 161.914    -8.4
162.109     2.9 162.109    59.7
162.305    57.3 162.305   112.6
162.500   134.8 162.500   185.8
162.695   180.1 162.695   228.9
162.891   241.3 162.891   287.3
163.086   289.6 163.086   327.1
163.281   337.3 163.281   372.9
163.477   363.9 163.477   390.8
163.672   400.6 163.672   424.4
163.867   431.1 163.867   447.7
164.062   461.2 164.062   473.4
164.258   472.9 164.258   478.4
164.453   481.0 164.453   483.4
164.648   485.9 164.648   481.5
164.844   484.1 164.844   471.1
165.039   476.2 165.039   458.2
165.234   457.8 165.234   431.3
165.430   438.5 165.430   409.3
165.625   405.7 165.625   367.8
165.820   378.8 165.820   337.3
166.016   320.8 166.016   270.4
166.211   274.4 166.211   223.6
166.406   215.5 166.406   158.1
166.602   174.5 166.602   111.3
166.797    92.0 166.797    38.9
166.992    43.9 166.992   -10.8
167.188   -33.5 167.188   -92.5
167.383   -81.1 167.383  -142.9
167.578  -148.6 167.578  -208.6
167.773  -206.7 167.773  -250.6
167.969  -268.4 167.969  -315.7
168.164  -297.8 168.164  -346.3
168.359  -360.8 168.359  -394.6
168.555  -393.4 168.555  -417.8
168.750  -433.1 168.750  -457.4
168.945  -459.0 168.945  -475.7
169.141  -484.5 169.141  -496.6
169.336  -496.0 169.336  -499.9
169.531  -499.9 169.531  -499.9
169.727  -499.9 169.727  -497.5
169.922  -499.7 169.922  -483.8
170.117  -485.2 170.117  -462.1
170.312  -461.0 170.312  -427.6
170.508  -437.0 170.508  -396.5
170.703  -397.2 170.703  -349.4
170.898  -356.0 170.898  -306.1
171.094  -294.5 171.094  -238.3
171.289  -257.1 171.289  -199.6
171.484  -191.0 171.484  -131.4
171.680  -141.8 171.680   -78.2
171.875   -69.0 171.875    -9.3
172.070   -23.4 172.070    37.0
172.266    68.1 172.266   128.3
172.461   118.6 172.461   173.7
172.656   190.8 172.656   234.9
172.852   229.0 172.852   278.1
173.047   281.5 173.047   321.3
173.242   319.6 173.242   354.3
173.438   367.9 173.438   401.9
173.633   400.1 173.633   422.6
173.828   434.0 173.828   453.4
174.023   453.5 174.023   465.0
174.219   472.9 174.219   480.5
174.414   477.7 174.414   482.3
174.609   483.4 174.609   480.2
174.805   484.0 174.805   475.8
175.000   475.7 175.000   455.1
175.195   461.7 175.195   437.9
175.391   436.9 175.391   402.9
175.586   416.3 175.586   380.5
175.781   366.1 175.781   323.0
175.977   335.5 175.977   290.5
176.172   280.1 176.172   218.5
176.367   235.6 176.367   182.9
176.562   166.5 176.562   107.7
176.758   125.0 176.758    69.0
176.953    45.6 176.953   -23.6
177.148   -13.4 177.148   -78.9
177.344   -79.2 177.344  -143.0
177.539  -120.9 177.539  -174.6
177.734  -206.3 177.734  -261.8
177.930  -251.3 177.930  -295.6
178.125  -309.8 178.125  -354.7
178.320  -353.5 178.320  -382.1
178.516  -405.0 178.516  -434.5
178.711  -428.9 178.711  -452.5
178.906  -461.6 178.906  -481.8
179.102  -481.9 179.102  -490.1
179.297  -498.1 179.297  -499.9
179.492  -499.9 179.492  -499.9
179.688  -499.9 179.688  -497.7
179.883  -499.9 179.883  -484.7
180.078  -484.5 180.078  -458.7
180.273  -468.3 180.273  -434.7
180.469  -430.5 180.469  -391.1
180.664  -405.0 180.664  -360.2
180.859  -355.0 180.859  -305.1
181.055  -310.2 181.055  -256.1
181.250  -242.6 181.250  -183.7
181.445  -198.7 181.445  -144.5
181.641  -120.2 181.641   -57.0
181.836   -70.3 181.836    -6.5
182.031    13.6 182.031    72.3
182.227    55.6 182.227   114.8
182.422   118.8 182.422   178.2
182.617   171.0 182.617   216.9
182.812   239.1 182.812   279.5
183.008   269.2 183.008   311.0
183.203   321.0 183.203   358.6
183.398   365.9 183.398   393.4
183.594   401.9 183.594   429.2
183.789   426.0 183.789   442.4
183.984   452.4 183.984   467.1
184.180   470.9 184.180   477.7
184.375   482.4 184.375   482.1
184.570   484.5 184.570   481.2
184.766   485.3 184.766   474.3
184.961   478.5 184.961   463.3
185.156   465.8 185.156   442.4
185.352   450.6 185.352   423.5
185.547   418.8 185.547   379.9
185.742   385.5 185.742   344.9
185.938   340.7 185.938   288.7
186.133   296.8 186.133   246.9
186.328   238.1 186.328   180.5
186.523   178.4 186.523   120.8
186.719   114.3 186.719    49.2
186.914    64.1 186.914     2.3
187.109   -15.3 187.109   -82.9
187.305   -65.9 187.305  -125.6
187.500  -137.4 187.500  -197.0
187.695  -183.3 187.695  -234.4
187.891  -255.6 187.891  -305.2
188.086  -304.0 188.086  -342.6
188.281  -354.0 188.281  -386.2
188.477  -383.1 188.477  -413.4
188.672  -425.7 188.672  -453.1
188.867  -452.5 188.867  -471.7
189.062  -480.3 189.062  -492.4
189.258  -490.6 189.258  -499.3
189.453  -499.9 189.453  -499.9
189.648  -499.9 189.648  -499.7
189.844  -499.9 189.844  -490.2
190.039  -494.3 190.039  -471.7
190.234  -470.3 190.234  -441.9
190.430  -445.4 190.430  -409.9
190.625  -405.8 190.625  -362.8
190.820  -373.2 190.820  -320.9
191.016  -303.8 191.016  -254.5
191.211  -257.8 191.211  -200.8
191.406  -195.3 191.406  -136.3
191.602  -149.3 191.602   -91.2
191.797   -74.5 191.797   -16.3
191.992   -21.5 191.992    37.8
192.188    52.4 192.188   109.9
192.383    90.3 192.383   142.8
192.578   167.5 192.578   217.9
192.773   215.2 192.773   260.4
192.969   275.9 192.969   314.4
193.164   315.0 193.164   348.9
193.359   357.8 193.359   389.0
193.555   391.0 193.555   420.2
193.750   425.0 193.750   444.7
193.945   444.5 193.945   458.1
194.141   467.4 194.141   475.0
194.336   480.0 194.336   483.6
194.531   489.8 194.531   481.5
194.727   486.2 194.727   477.1
194.922   480.1 194.922   462.4
195.117   469.2 195.117   448.1
195.312   443.9 195.312   413.1
195.508   423.5 195.508   392.8
195.703   388.8 195.703   346.0
195.898   344.9 195.898   297.8
196.094   296.0 196.094   241.6
196.289   253.9 196.289   203.9
196.484   189.0 196.484   127.8
196.680   135.0 196.680    71.4
196.875    66.6 196.875    -1.7
197.070     8.9 197.070   -48.2
197.266   -59.9 197.266  -123.3
197.461  -116.6 197.461  -179.3
197.656  -187.5 197.656  -244.6
197.852  -233.7 197.852  -280.1
198.047  -301.2 198.047  -346.5
198.242  -338.2 198.242  -377.1
198.438  -390.8 198.438  -428.6
198.633  -420.3 198.633  -444.3
198.828  -461.2 198.828  -479.6
199.023  -487.2 199.023  -499.9
199.219  -499.9 199.219  -499.9
199.414  -499.9 199.414  -499.9
199.609  -499.9 199.609  -499.9
199.805  -499.9 199.805  -499.9
Event #1 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
  0.000  -480.7   0.000  -451.4
  0.195  -437.2   0.195  -403.8
  0.391  -405.9   0.391  -365.6
  0.586  -361.0   0.586  -311.3
  0.781  -322.3   0.781  -273.6
  0.977  -257.7   0.977  -203.6
  1.172  -207.7   1.172  -148.3
  1.367  -127.3   1.367   -61.8
  1.562   -80.7   1.562   -28.6
  1.758    -9.1   1.758    44.7
  1.953    40.8   1.953    95.4
  2.148   111.6   2.148   163.0
  2.344   148.6   2.344   197.9
  2.539   228.1   2.539   267.3
  2.734   259.7   2.734   300.9
  2.930   321.2   2.930   356.6
  3.125   344.1   3.125   378.4
  3.320   394.8   3.320   418.7
  3.516   422.7   3.516   444.0
  3.711   450.8   3.711   464.5
  3.906   461.2   3.906   472.9
  4.102   476.6   4.102   478.8
  4.297   483.4   4.297   482.4
  4.492   482.0   4.492   471.4
  4.688   478.9   4.688   466.8
  4.883   464.8   4.883   441.0
  5.078   449.0   5.078   420.4
  5.273   413.0   5.273   375.5
  5.469   398.5   5.469   361.0
  5.664   341.9   5.664   292.9
  5.859   306.6   5.859   253.4
  6.055   234.7   6.055   175.4
  6.250   206.9   6.250   149.0
  6.445   128.9   6.445    65.2
  6.641    65.9   6.641    10.1
  6.836    -3.4   6.836   -66.1
  7.031   -34.6   7.031   -98.1
  7.227  -117.0   7.227  -178.2
  7.422  -172.1   7.422  -221.4
  7.617  -247.2   7.617  -301.1
  7.812  -281.0   7.812  -320.2
  8.008  -330.9   8.008  -374.2
  8.203  -376.7   8.203  -406.1
  8.398  -419.3   8.398  -449.5
  8.594  -438.6   8.594  -457.5
  8.789  -472.3   8.789  -493.2
  8.984  -489.2   8.984  -498.7
  9.180  -499.9   9.180  -499.9
  9.375  -499.9   9.375  -499.9
  9.570  -499.9   9.570  -492.6
  9.766  -499.7   9.766  -477.4
  9.961  -478.1   9.961  -449.5
 10.156  -459.1  10.156  -428.4
 10.352  -419.1  10.352  -379.1
 10.547  -388.1  10.547  -342.5
 10.742  -323.9  10.742  -271.7
 10.938  -288.0  10.938  -234.3
 11.133  -221.3  11.133  -160.8
 11.328  -172.6  11.328  -114.7
 11.523   -91.3  11.523   -32.7
 11.719   -63.8  11.719     0.6
 11.914    25.6  11.914    78.6
 12.109    69.2  12.109   123.4
 12.305   147.2  12.305   195.9
 12.500   183.2  12.500   229.1
 12.695   250.7  12.695   294.2
 12.891   293.0  12.891   330.4
 13.086   346.4  13.086   380.8
 13.281   372.1  13.281   396.2
 13.477   411.8  13.477   433.2
 13.672   435.8  13.672   449.9
 13.867   464.0  13.867   470.7
 14.062   473.5  14.062   478.1
 14.258   483.2  14.258   481.4
 14.453   485.2  14.453   481.3
 14.648   481.8  14.648   466.9
 14.844   476.2  14.844   460.0
 15.039   454.4  15.039   426.6
 15.234   431.1  15.234   401.2
 15.430   393.0  15.430   352.4
 15.625   370.7  15.625   330.5
 15.820   322.4  15.820   269.1
 16.016   278.0  16.016   227.4
 16.211   205.3  16.211   147.7
 16.406   172.2  16.406   110.1
 16.602    79.1  16.602    13.9
 16.797    38.4  16.797   -24.0
 16.992   -43.9  16.992  -105.6
 17.188   -76.2  17.188  -132.1
 17.383  -165.8  17.383  -213.1
 17.578  -204.8  17.578  -255.9
 17.773  -272.7  17.773  -319.8
 17.969  -304.2  17.969  -343.7
 18.164  -371.9  18.164  -406.2
 18.359  -393.0  18.359  -423.6
 18.555  -443.8  18.555  -467.2
 18.750  -459.3  18.750  -473.3
 18.945  -484.6  18.945  -499.9
 19.141  -495.4  19.141  -499.9
 19.336  -499.9  19.336  -499.9
 19.531  -499.9  19.531  -497.6
 19.727  -499.9  19.727  -480.6
 19.922  -486.8  19.922  -466.0
 20.117  -459.1  20.117  -426.3
 20.312  -439.7  20.312  -404.2
 20.508  -393.3  20.508  -349.1
 20.703  -357.4  20.703  -312.1
 20.898  -294.2  20.898  -239.0
 21.094  -261.5  21.094  -206.6
 21.289  -182.2  21.289  -118.5
 21.484  -125.4  21.484   -68.3
 21.680   -36.8  21.680    19.2
 21.875   -11.8  21.875    48.3
 22.070    65.1  22.070   125.2
 22.266   119.6  22.266   169.7
 22.461   201.3  22.461   243.6
 22.656   224.8  22.656   267.7
 22.852   284.0  22.852   321.6
 23.047   314.7  23.047   351.9
 23.242   376.9  23.242   400.5
 23.438   398.6  23.438   421.9
 23.633   429.7  23.633   446.0
 23.828   448.9  23.828   461.2
 24.023   468.7  24.023   476.8
 24.219   478.1  24.219   481.0
 24.414   483.5  24.414   478.4
 24.609   481.9  24.609   473.8
 24.805   474.0  24.805   455.2
 25.000   464.4  25.000   443.2
 25.195   437.4  25.195   405.8
 25.391   420.9  25.391   386.0
 25.586   367.9  25.586   323.6
 25.781   345.6  25.781   298.3
 25.977   282.2  25.977   228.2
 26.172   240.3  26.172   182.7
 26.367   163.9  26.367    96.6
 26.562   135.4  26.562    72.9
 26.758    43.7  26.758   -15.4
 26.953     3.5  26.953   -54.5
 27.148   -85.6  27.148  -138.3
 27.344  -123.5  27.344  -176.7
 27.539  -200.7  27.539  -253.4
 27.734  -239.3  27.734  -284.0
 27.930  -321.8  27.930  -359.1
 28.125  -339.6  28.125  -377.2
 28.320  -395.9  28.320  -429.6
 28.516  -429.4  28.516  -451.2
 28.711  -459.4  28.711  -480.0
 28.906  -474.3  28.906  -485.4
 29.102  -494.9  29.102  -499.9
 29.297  -499.9  29.297  -499.9
 29.492  -499.9  29.492  -499.9
 29.688  -499.9  29.688  -489.7
 29.883  -492.5  29.883  -467.5
 30.078  -473.0  30.078  -440.3
 30.273  -438.0  30.273  -400.1
 30.469  -414.5  30.469  -374.6
 30.664  -356.3  30.664  -307.8
 30.859  -309.2  30.859  -258.1
 31.055  -245.7  31.055  -188.0
 31.250  -206.1  31.250  -149.3
 31.445  -136.4  31.445   -71.1
 31.641   -76.1  31.641   -14.4
 31.836     4.1  31.836    62.0
 32.031    47.6  32.031    96.7
 32.227   128.0  32.227   179.4
 32.422   169.7  32.422   221.5
 32.617   249.7  32.617   288.2
 32.812   272.9  32.812   312.2
 33.008   324.4  33.008   356.3
 33.203   360.5  33.203   388.4
 33.398   401.7  33.398   425.2
 33.594   426.0  33.594   443.7
 33.789   452.1  33.789   465.5
 33.984   466.8  33.984   476.0
 34.180   480.8  34.180   479.8
 34.375   483.4  34.375   480.1
 34.570   481.6  34.570   470.0
 34.766   477.4  34.766   461.1
 34.961   456.0  34.961   428.9
 35.156   442.6  35.156   413.3
 35.352   404.9  35.352   366.0
 35.547   374.9  35.547   335.9
 35.742   317.6  35.742   267.5
 35.938   289.8  35.938   239.2
 36.133   220.5  36.133   163.1
 36.328   167.7  36.328   110.3
 36.523    97.5  36.523    34.2
 36.719    54.2  36.719    -1.7
 36.914   -27.2  36.914   -85.2
 37.109   -67.5  37.109  -123.8
 37.305  -153.9  37.305  -207.6
 37.500  -182.2  37.500  -235.4
 37.695  -259.5  37.695  -309.4
 37.891  -299.6  37.891  -343.0
 38.086  -361.0  38.086  -396.5
 38.281  -377.2  38.281  -409.3
 38.477  -430.5  38.477  -460.1
 38.672  -454.1  38.672  -471.9
 38.867  -483.9  38.867  -496.1
 39.062  -489.8  39.062  -497.9
 39.258  -499.9  39.258  -499.9
 39.453  -499.9  39.453  -499.9
 39.648  -499.4  39.648  -482.9
 39.844  -489.5  39.844  -467.4
 40.039  -462.6  40.039  -434.7
 40.234  -439.8  40.234  -400.6
 40.430  -391.6  40.430  -348.7
 40.625  -366.0  40.625  -321.9
 40.820  -302.7  40.820  -247.2
 41.016  -260.1  41.016  -206.2
 41.211  -183.4  41.211  -123.0
 41.406  -145.4  41.406   -88.5
 41.602   -68.7  41.602   -12.7
 41.797   -10.0  41.797    44.9
 41.992    59.8  41.992   116.5
 42.188    98.5  42.188   150.2
 42.383   175.8  42.383   219.8
 42.578   208.0  42.578   256.5
 42.773   280.3  42.773   316.5
 42.969   307.2  42.969   342.4
 43.164   364.9  43.164   390.8
 43.359   397.5  43.359   420.9
 43.555   443.4  43.555   463.0
 43.750   462.7  43.750   470.3
 43.945   467.8  43.945   475.9
 44.141   477.4  44.141   481.1
 44.336   484.3  44.336   478.5
 44.531   483.4  44.531   475.5
 44.727   474.8  44.727   456.5
 44.922   464.7  44.922   442.1
 45.117   433.3  45.117   398.8
 45.312   419.3  45.312   384.2
 45.508   368.6  45.508   324.4
 45.703   335.7  45.703   288.0
 45.898   267.9  45.898   214.3
 46.094   242.1  46.094   191.2
 46.289   167.7  46.289   100.7
 46.484   109.7  46.484    48.7
 46.680    29.2  46.680   -33.1
 46.875    -1.2  46.875   -56.9
 47.070   -73.9  47.070  -133.3
 47.266  -131.1  47.266  -184.6
 47.461  -209.6  47.461  -259.2
 47.656  -249.2  47.656  -292.1
 47.852  -311.4  47.852  -356.9
 48.047  -359.6  48.047  -391.6
 48.242  -403.4  48.242  -432.2
 48.438  -425.9  48.438  -448.9
 48.633  -461.4  48.633  -482.0
 48.828  -478.0  48.828  -489.7
 49.023  -499.9  49.023  -499.9
 49.219  -499.9  49.219  -499.9
 49.414  -499.9  49.414  -499.9
 49.609  -499.9  49.609  -493.7
 49.805  -490.3  49.805  -467.5
 50.000  -475.8  50.000  -444.2
 50.195  -435.7  50.195  -396.6
 50.391  -407.0  50.391  -364.1
 50.586  -355.8  50.586  -305.9
 50.781  -320.5  50.781  -268.2
 50.977  -254.5  50.977  -194.7
 51.172  -196.9  51.172  -140.7
 51.367  -119.8  51.367   -55.5
 51.562   -84.9  51.562   -28.0
 51.758    -4.7  51.758    54.4
 51.953    33.5  51.953    93.4
 52.148   117.6  52.148   173.1
 52.344   156.5  52.344   205.9
 52.539   230.7  52.539   272.3
 52.734   266.2  52.734   309.2
 52.930   328.5  52.930   364.4
 53.125   346.5  53.125   375.0
 53.320   393.8  53.320   419.5
 53.516   416.3  53.516   438.9
 53.711   453.3  53.711   466.8
 53.906   464.7  53.906   472.7
 54.102   478.7  54.102   481.0
 54.297   485.7  54.297   481.9
 54.492   483.5  54.492   472.1
 54.688   479.3  54.688   465.1
 54.883   461.0  54.883   436.9
 55.078   448.3  55.078   420.7
 55.273   410.8  55.273   373.3
 55.469   394.2  55.469   356.4
 55.664   332.8  55.664   282.4
 55.859   299.2  55.859   250.8
 56.055   229.4  56.055   170.2
 56.250   199.2  56.250   140.6
 56.445   127.5  56.445    68.1
 56.641    79.3  56.641    17.8
 56.836    -3.5  56.836   -66.0
 57.031   -45.4  57.031   -98.3
 57.227  -121.1  57.227  -183.6
 57.422  -165.8  57.422  -219.0
 57.617  -249.2  57.617  -295.8
 57.812  -278.0  57.812  -323.5
 58.008  -348.6  58.008  -385.9
 58.203  -376.3  58.203  -413.0
 58.398  -425.7  58.398  -453.4
 58.594  -440.3  58.594  -462.1
 58.789  -476.9  58.789  -492.8
 58.984  -490.9  58.984  -498.7
 59.180  -499.9  59.180  -499.9
 59.375  -499.9  59.375  -499.9
 59.570  -499.9  59.570  -490.3
 59.766  -495.0  59.766  -474.2
 59.961  -475.3  59.961  -447.3
 60.156  -458.3  60.156  -423.2
 60.352  -414.6  60.352  -370.8
 60.547  -375.8  60.547  -327.3
 60.742  -306.8  60.742  -259.0
 60.938  -286.2  60.938  -228.6
 61.133  -205.7  61.133  -146.8
 61.328  -163.6  61.328  -102.0
 61.523   -83.1  61.523   -27.0
 61.719   -45.2  61.719    13.0
 61.914    34.9  61.914    96.0
 62.109    81.2  62.109   134.1
 62.305   167.9  62.305   216.1
 62.500   193.7  62.500   240.2
 62.695   270.9  62.695   310.5
 62.891   301.3  62.891   339.9
 63.086   349.9  63.086   385.9
 63.281   382.5  63.281   406.9
 63.477   418.6  63.477   440.0
 63.672   442.0  63.672   455.5
 63.867   465.6  63.867   473.2
 64.062   475.3  64.062   480.8
 64.258   483.8  64.258   482.2
 64.453   486.8  64.453   479.3
 64.648   478.7  64.648   462.4
 64.844   473.2  64.844   454.3
 65.039   447.1  65.039   416.7
 65.234   428.7  65.234   395.1
 65.430   382.1  65.430   339.3
 65.625   359.0  65.625   315.4
 65.820   309.3  65.820   259.7
 66.016   268.3  66.016   213.6
 66.211   187.5  66.211   125.6
 66.406   148.8  66.406    90.9
 66.602    68.6  66.602     7.4
 66.797    29.7  66.797   -27.9
 66.992   -54.6  66.992  -113.8
 67.188   -97.7  67.188  -148.3
 67.383  -181.5  67.383  -237.0
 67.578  -218.9  67.578  -266.8
 67.773  -287.0  67.773  -329.4
 67.969  -322.5  67.969  -358.4
 68.164  -375.1  68.164  -407.8
 68.359  -403.4  68.359  -435.2
 68.555  -451.8  68.555  -472.6
 68.750  -460.4  68.750  -479.2
 68.945  -493.3  68.945  -499.9
 69.141  -497.1  69.141  -499.9
 69.336  -499.9  69.336  -499.9
 69.531  -499.9  69.531  -495.2
 69.727  -495.4  69.727  -475.1
 69.922  -480.4  69.922  -454.5
 70.117  -446.9  70.117  -411.3
 70.312  -424.6  70.312  -384.5
 70.508  -376.5  70.508  -329.0
 70.703  -341.7  70.703  -292.7
 70.898  -261.1  70.898  -211.9
 71.094  -236.4  71.094  -176.6
 71.289  -162.1  71.289  -102.5
 71.484  -114.9  71.484   -53.1
 71.680   -30.6  71.680    32.5
 71.875    18.6  71.875    70.4
 72.070    92.3  72.070   145.2
 72.266   140.9  72.266   196.5
 72.461   209.2  72.461   259.7
 72.656   240.6  72.656   282.4
 72.852   300.6  72.852   338.5
 73.047   336.0  73.047   371.3
 73.242   390.6  73.242   413.9
 73.438   405.3  73.438   427.6
 73.633   439.2  73.633   455.8
 73.828   456.6  73.828   468.6
 74.023   472.1  74.023   478.5
